tx_id,from_wallet,to_wallet,amount,timestamp,label_hint,risk_score,risk_label,reason
tx_54,0xba2b34a283,0xMULE000001,263.54,2026-02-03T05:57:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_98,0xf87fe3330e,0xMULE000001,1747.39,2026-02-03T05:57:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_69,0xf87fe3330e,0xMULE000001,1710.57,2026-02-03T05:58:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_91,0xf87fe3330e,0xMULE000001,1629.73,2026-02-03T05:58:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_93,0xba2b34a283,0xMULE000001,596.95,2026-02-03T05:59:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_1,0xba2b34a283,0xMULE000001,449.76,2026-02-03T06:00:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_11,0xba2b34a283,0xMULE000001,2194.24,2026-02-03T06:00:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_66,0xf87fe3330e,0xMULE000001,2049.31,2026-02-03T06:00:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_5,0xf87fe3330e,0xMULE000001,1437.2,2026-02-03T06:03:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_7,0xba2b34a283,0xMULE000001,2228.67,2026-02-03T06:03:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_42,0xba2b34a283,0xMULE000001,2388.56,2026-02-03T06:03:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_90,0xf87fe3330e,0xMULE000001,1608.5,2026-02-03T06:03:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_55,0xba2b34a283,0xMULE000001,1805.27,2026-02-03T06:06:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_56,0xf87fe3330e,0xMULE000001,1674.59,2026-02-03T06:06:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_76,0xf87fe3330e,0xMULE000001,925.86,2026-02-03T06:06:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_84,0xba2b34a283,0xMULE000001,1457.22,2026-02-03T06:06:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_60,0xf87fe3330e,0xMULE000001,2034.52,2026-02-03T06:07:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_37,0xf87fe3330e,0xMULE000001,1185.03,2026-02-03T06:09:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_71,0xf87fe3330e,0xMULE000001,2462.31,2026-02-03T06:09:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_80,0xba2b34a283,0xMULE000001,2308.21,2026-02-03T06:09:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_30,0xba2b34a283,0xMULE000001,748.62,2026-02-03T06:11:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_48,0xf87fe3330e,0xMULE000001,711.24,2026-02-03T06:11:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_46,0xba2b34a283,0xMULE000001,620.27,2026-02-03T06:12:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_3,0xf87fe3330e,0xMULE000001,1576.35,2026-02-03T06:14:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_64,0xba2b34a283,0xMULE000001,1599.81,2026-02-03T06:14:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_65,0xba2b34a283,0xMULE000001,939.31,2026-02-03T06:15:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_73,0xf87fe3330e,0xMULE000001,691.63,2026-02-03T06:15:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_34,0xba2b34a283,0xMULE000001,853.25,2026-02-03T06:16:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_19,0xba2b34a283,0xMULE000001,1445.61,2026-02-03T06:17:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_57,0xf87fe3330e,0xMULE000001,413.54,2026-02-03T06:17:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_83,0xf87fe3330e,0xMULE000001,2087.49,2026-02-03T06:18:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_12,0xf87fe3330e,0xMULE000001,1341.29,2026-02-03T06:20:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_6,0xf87fe3330e,0xMULE000001,676.59,2026-02-03T06:21:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_40,0xba2b34a283,0xMULE000001,601.84,2026-02-03T06:21:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_97,0xba2b34a283,0xMULE000001,564.61,2026-02-03T06:21:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_44,0xf87fe3330e,0xMULE000001,1453.96,2026-02-03T06:22:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_51,0xf87fe3330e,0xMULE000001,1101.73,2026-02-03T06:23:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_17,0xba2b34a283,0xMULE000001,1686.59,2026-02-03T06:24:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_47,0xf87fe3330e,0xMULE000001,1272.75,2026-02-03T06:24:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_26,0xf87fe3330e,0xMULE000001,1126.84,2026-02-03T06:25:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_9,0xba2b34a283,0xMULE000001,1720.43,2026-02-03T06:29:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_23,0xba2b34a283,0xMULE000001,1746.28,2026-02-03T06:29:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_43,0xba2b34a283,0xMULE000001,1795.55,2026-02-03T06:30:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_94,0xba2b34a283,0xMULE000001,2205.35,2026-02-03T06:33:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_45,0xf87fe3330e,0xMULE000001,179.91,2026-02-03T06:36:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_2,0xf87fe3330e,0xMULE000001,1947.26,2026-02-03T06:39:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_31,0xba2b34a283,0xMULE000001,838.14,2026-02-03T06:40:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_14,0xba2b34a283,0xMULE000001,1453.01,2026-02-03T06:41:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_4,0xba2b34a283,0xMULE000001,2464.14,2026-02-03T06:43:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_62,0xf87fe3330e,0xMULE000001,1967.31,2026-02-03T06:44:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_21,0xf87fe3330e,0xMULE000001,1306.33,2026-02-03T06:45:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_25,0xf87fe3330e,0xMULE000001,871.81,2026-02-03T06:45:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_41,0xf87fe3330e,0xMULE000001,1213.74,2026-02-03T06:45:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_82,0xf87fe3330e,0xMULE000001,995.72,2026-02-03T06:47:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_61,0xf87fe3330e,0xMULE000001,714.68,2026-02-03T06:48:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_20,0xba2b34a283,0xMULE000001,1966.28,2026-02-03T06:49:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_53,0xf87fe3330e,0xMULE000001,2278.34,2026-02-03T06:49:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_88,0xf87fe3330e,0xMULE000001,949.88,2026-02-03T06:49:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_92,0xf87fe3330e,0xMULE000001,307.6,2026-02-03T06:50:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_24,0xba2b34a283,0xMULE000001,2157.87,2026-02-03T06:52:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_18,0xba2b34a283,0xMULE000001,1382.04,2026-02-03T06:54:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_49,0xf87fe3330e,0xMULE000001,1298.6,2026-02-03T06:56:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_78,0xf87fe3330e,0xMULE000001,2360.75,2026-02-03T06:56:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_81,0xf87fe3330e,0xMULE000001,1145.07,2026-02-03T06:56:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_16,0xba2b34a283,0xMULE000001,1559.52,2026-02-03T06:57:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_35,0xba2b34a283,0xMULE000001,1841.42,2026-02-03T06:59:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_29,0xf87fe3330e,0xMULE000001,860.1,2026-02-03T07:00:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_50,0xba2b34a283,0xMULE000001,935.21,2026-02-03T07:02:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_58,0xf87fe3330e,0xMULE000001,661.06,2026-02-03T07:04:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_75,0xf87fe3330e,0xMULE000001,2244.15,2026-02-03T07:04:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_33,0xf87fe3330e,0xMULE000001,1161.43,2026-02-03T07:05:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_72,0xf87fe3330e,0xMULE000001,1506.19,2026-02-03T07:05:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_95,0xf87fe3330e,0xMULE000001,2135.07,2026-02-03T07:07:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_15,0xf87fe3330e,0xMULE000001,1950.55,2026-02-03T07:09:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_32,0xba2b34a283,0xMULE000001,803.2,2026-02-03T07:09:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_87,0xba2b34a283,0xMULE000001,435.81,2026-02-03T07:09:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_74,0xba2b34a283,0xMULE000001,2337.36,2026-02-03T07:10:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_13,0xba2b34a283,0xMULE000001,2313.52,2026-02-03T07:11:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_28,0xba2b34a283,0xMULE000001,124.78,2026-02-03T07:12:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_59,0xf87fe3330e,0xMULE000001,1401.57,2026-02-03T07:12:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_79,0xba2b34a283,0xMULE000001,1406.75,2026-02-03T07:12:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_77,0xba2b34a283,0xMULE000001,970.25,2026-02-03T07:13:48.484248,SUSPICIOUS_MULE_IN,5,LOW,normal_pattern
tx_196,0xMULE000001,0xba2b34a283,397.79,2026-02-03T07:13:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_122,0xMULE000001,0xf87fe3330e,1581.31,2026-02-03T07:14:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_194,0xMULE000001,0xf87fe3330e,1217.34,2026-02-03T07:14:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_105,0xMULE000001,0xba2b34a283,2458.51,2026-02-03T07:16:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_165,0xMULE000001,0xba2b34a283,1509.02,2026-02-03T07:16:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_133,0xMULE000001,0xf87fe3330e,1772.97,2026-02-03T07:17:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_140,0xMULE000001,0xba2b34a283,1702.0,2026-02-03T07:17:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_135,0xMULE000001,0xba2b34a283,651.4,2026-02-03T07:19:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_107,0xMULE000001,0xba2b34a283,561.34,2026-02-03T07:20:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_187,0xMULE000001,0xba2b34a283,1993.6,2026-02-03T07:20:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_103,0xMULE000001,0xba2b34a283,957.04,2026-02-03T07:21:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_149,0xMULE000001,0xba2b34a283,2420.79,2026-02-03T07:21:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_172,0xMULE000001,0xba2b34a283,1661.94,2026-02-03T07:22:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_152,0xMULE000001,0xf87fe3330e,2324.41,2026-02-03T07:23:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_161,0xMULE000001,0xf87fe3330e,442.39,2026-02-03T07:23:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_111,0xMULE000001,0xf87fe3330e,917.1,2026-02-03T07:24:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_118,0xMULE000001,0xf87fe3330e,2089.38,2026-02-03T07:24:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_169,0xMULE000001,0xf87fe3330e,1355.44,2026-02-03T07:24:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_158,0xMULE000001,0xba2b34a283,1387.83,2026-02-03T07:25:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_163,0xMULE000001,0xba2b34a283,814.75,2026-02-03T07:25:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_112,0xMULE000001,0xba2b34a283,421.14,2026-02-03T07:26:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_127,0xMULE000001,0xf87fe3330e,2167.54,2026-02-03T07:26:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_174,0xMULE000001,0xba2b34a283,1545.24,2026-02-03T07:26:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_134,0xMULE000001,0xba2b34a283,1787.87,2026-02-03T07:28:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_146,0xMULE000001,0xf87fe3330e,462.3,2026-02-03T07:29:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_193,0xMULE000001,0xf87fe3330e,2309.79,2026-02-03T07:29:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_160,0xMULE000001,0xba2b34a283,498.72,2026-02-03T07:30:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_167,0xMULE000001,0xf87fe3330e,1182.06,2026-02-03T07:30:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_181,0xMULE000001,0xba2b34a283,1831.66,2026-02-03T07:30:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_114,0xMULE000001,0xba2b34a283,2446.77,2026-02-03T07:31:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_124,0xMULE000001,0xba2b34a283,2206.32,2026-02-03T07:31:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_139,0xMULE000001,0xf87fe3330e,2264.33,2026-02-03T07:32:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_108,0xMULE000001,0xba2b34a283,1909.86,2026-02-03T07:33:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_142,0xMULE000001,0xf87fe3330e,2302.96,2026-02-03T07:34:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_185,0xMULE000001,0xf87fe3330e,1143.37,2026-02-03T07:34:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_148,0xMULE000001,0xba2b34a283,215.82,2026-02-03T07:36:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_176,0xMULE000001,0xf87fe3330e,319.72,2026-02-03T07:37:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_143,0xMULE000001,0xf87fe3330e,1142.92,2026-02-03T07:38:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_144,0xMULE000001,0xf87fe3330e,997.63,2026-02-03T07:38:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_168,0xMULE000001,0xf87fe3330e,248.47,2026-02-03T07:38:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_177,0xMULE000001,0xf87fe3330e,1752.68,2026-02-03T07:38:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_154,0xMULE000001,0xba2b34a283,2247.46,2026-02-03T07:39:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_117,0xMULE000001,0xba2b34a283,1170.44,2026-02-03T07:42:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_145,0xMULE000001,0xba2b34a283,1344.85,2026-02-03T07:42:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_171,0xMULE000001,0xf87fe3330e,2211.59,2026-02-03T07:42:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_192,0xMULE000001,0xba2b34a283,431.73,2026-02-03T07:42:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_200,0xMULE000001,0xf87fe3330e,1481.98,2026-02-03T07:42:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_198,0xMULE000001,0xba2b34a283,420.09,2026-02-03T07:43:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_155,0xMULE000001,0xf87fe3330e,2497.07,2026-02-03T07:44:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_195,0xMULE000001,0xba2b34a283,837.36,2026-02-03T07:44:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_121,0xMULE000001,0xf87fe3330e,2009.96,2026-02-03T07:47:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_197,0xMULE000001,0xf87fe3330e,1872.4,2026-02-03T07:49:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_101,0xMULE000001,0xba2b34a283,882.13,2026-02-03T07:50:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_120,0xMULE000001,0xba2b34a283,233.89,2026-02-03T07:50:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_125,0xMULE000001,0xf87fe3330e,1991.14,2026-02-03T07:52:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_189,0xMULE000001,0xba2b34a283,1172.33,2026-02-03T07:52:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_115,0xMULE000001,0xba2b34a283,959.0,2026-02-03T07:54:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_182,0xMULE000001,0xba2b34a283,386.32,2026-02-03T07:55:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_113,0xMULE000001,0xba2b34a283,598.45,2026-02-03T07:57:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_129,0xMULE000001,0xf87fe3330e,1713.29,2026-02-03T07:57:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_131,0xMULE000001,0xf87fe3330e,1997.79,2026-02-03T07:58:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_109,0xMULE000001,0xba2b34a283,2481.16,2026-02-03T07:59:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_180,0xMULE000001,0xf87fe3330e,2278.18,2026-02-03T08:01:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_186,0xMULE000001,0xba2b34a283,1663.93,2026-02-03T08:02:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_128,0xMULE000001,0xba2b34a283,1784.09,2026-02-03T08:03:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_141,0xMULE000001,0xf87fe3330e,1252.09,2026-02-03T08:04:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_147,0xMULE000001,0xba2b34a283,595.89,2026-02-03T08:04:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_132,0xMULE000001,0xf87fe3330e,1962.72,2026-02-03T08:08:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_137,0xMULE000001,0xba2b34a283,1741.03,2026-02-03T08:08:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_138,0xMULE000001,0xf87fe3330e,1532.93,2026-02-03T08:08:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_175,0xMULE000001,0xf87fe3330e,121.77,2026-02-03T08:10:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_166,0xMULE000001,0xba2b34a283,1401.06,2026-02-03T08:11:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_106,0xMULE000001,0xba2b34a283,2025.39,2026-02-03T08:12:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_110,0xMULE000001,0xba2b34a283,1663.89,2026-02-03T08:12:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_151,0xMULE000001,0xf87fe3330e,2168.09,2026-02-03T08:12:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_136,0xMULE000001,0xf87fe3330e,2131.39,2026-02-03T08:13:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_164,0xMULE000001,0xba2b34a283,564.6,2026-02-03T08:17:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_183,0xMULE000001,0xba2b34a283,789.46,2026-02-03T08:17:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_190,0xMULE000001,0xba2b34a283,1371.02,2026-02-03T08:18:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_102,0xMULE000001,0xba2b34a283,1802.53,2026-02-03T08:22:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_126,0xMULE000001,0xf87fe3330e,1194.7,2026-02-03T08:22:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_191,0xMULE000001,0xba2b34a283,273.1,2026-02-03T08:22:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_153,0xMULE000001,0xba2b34a283,430.13,2026-02-03T08:23:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_156,0xMULE000001,0xba2b34a283,378.68,2026-02-03T08:23:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_157,0xMULE000001,0xf87fe3330e,2151.82,2026-02-03T08:23:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_184,0xMULE000001,0xba2b34a283,1213.86,2026-02-03T08:24:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_104,0xMULE000001,0xba2b34a283,1474.73,2026-02-03T08:25:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_119,0xMULE000001,0xf87fe3330e,1762.92,2026-02-03T08:25:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_123,0xMULE000001,0xf87fe3330e,626.77,2026-02-03T08:29:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
